,Test,Time,Mdn DNS (ms),Mdn SSL (ms),Avg Time To First Byte (ms),Mdn Webpage Response (ms),Mdn Render Start (ms),Avg Image Bytes,Avg Script Bytes,Avg Css Bytes,% Availability,# Runs
180,[204709] - trip.com,11/16/2017 0:00,231,,369.92,9299,997.5,742130.58,579554.67,10760.17,100,12
181,[204709] - trip.com,11/16/2017 2:00,329.5,,838.75,9680,1248.5,763533.83,578596.33,10767.5,91.667,12
182,[204709] - trip.com,11/16/2017 4:00,235,,351.5,9610.5,1053.5,605424,583409.83,10765.42,100,12
183,[204709] - trip.com,11/16/2017 6:00,195,,982,9610,1399,672274.17,574549.92,10766.67,100,12
184,[204709] - trip.com,11/16/2017 8:00,247.5,,402.08,9573.5,1196.5,712324,578643.83,10760.92,100,12
185,[204709] - trip.com,11/16/2017 10:00,426.5,,877.83,8266,1294.5,661693.5,581555.25,10769.58,91.667,12
186,[204709] - trip.com,11/16/2017 12:00,298,,518.42,10460.5,1313,610230.5,579277.67,10768.58,100,12
187,[204709] - trip.com,11/16/2017 14:00,199,,893.75,10913,1247.5,636158.33,583517.42,10762.17,100,12
188,[204709] - trip.com,11/16/2017 16:00,354.5,,561.83,10816,1447,704076.42,515846.25,10765,100,12
189,[204709] - trip.com,11/16/2017 18:00,310,,1142.17,18378.5,1342,762851.08,530194.33,10766.75,66.667,12
190,[204709] - trip.com,11/16/2017 20:00,260,,788,10348.5,1349,679483.08,544040.83,10766.58,91.667,12
191,[204709] - trip.com,11/16/2017 22:00,367.5,,381.92,11419.5,1092.5,740346.67,540472,10757.58,83.333,12
192,[204709] - trip.com,11/17/2017 0:00,275.5,,361.33,30094,1946.5,598122.33,388817.4,10762.75,25,12
193,[204709] - trip.com,11/17/2017 2:00,283,,534.42,10669.5,1099,625827.42,539529.33,10763.73,83.333,12
194,[204709] - trip.com,11/17/2017 4:00,245,,372.33,8778,1048,731788.58,583130.75,10762,100,12
195,[204709] - trip.com,11/17/2017 6:00,421,,896.67,10416.5,1282,810345.25,584047.25,10760.25,100,12
196,[204709] - trip.com,11/17/2017 8:00,417.5,,563.25,8119,1244.5,674640.67,596081.82,10772.42,91.667,12
197,[204709] - trip.com,11/17/2017 10:00,158,,645.42,7752,1050,659482,581723.67,10765.83,100,12
198,[204709] - trip.com,11/17/2017 12:00,196,,1376.58,8123,1197,672452.73,583328.45,10761.55,91.667,12
199,[204709] - trip.com,11/17/2017 14:00,262.5,,391.58,8846,1100.5,686751.25,547723.83,10763.67,91.667,12
200,[204709] - trip.com,11/17/2017 16:00,292.5,,385.5,9666.5,1102.5,734407.5,581846.17,10773.33,83.333,12
201,[204709] - trip.com,11/17/2017 18:00,214,,289.83,9701.5,1058.5,698675.92,584389.83,10764.25,100,12
202,[204709] - trip.com,11/17/2017 20:00,161.5,,358.92,9381.5,1049,737013.5,554295.5,10762.83,91.667,12
203,[204709] - trip.com,11/17/2017 22:00,445,,868.55,9282,1491,681071.64,563459.45,10765.82,90.909,11
204,[204709] - trip.com,11/18/2017 0:00,276,,419.85,9631,1493,696000.77,580139.15,10766.62,100,13
205,[204709] - trip.com,11/18/2017 2:00,346,,658.75,8983,1345.5,692074.58,547863.33,10764.33,91.667,12
206,[204709] - trip.com,11/18/2017 4:00,208.5,,330.25,8397.5,999,747258.08,584963.75,10760.58,100,12
207,[204709] - trip.com,11/18/2017 6:00,376.5,,429.67,8762.5,1393,649306.5,545414.67,10771.33,91.667,12
208,[204709] - trip.com,11/18/2017 8:00,280.5,,370.08,7829,1194.5,671643.92,580551.42,10767.17,100,12
209,[204709] - trip.com,11/18/2017 10:00,229.5,,777,7535.5,1004,694659.92,580373.83,10761.75,100,12
210,[204709] - trip.com,11/18/2017 12:00,319,,477.67,9912.5,1047.5,771682.5,593946.17,10766.17,100,12
211,[204709] - trip.com,11/18/2017 14:00,397,,463.5,9031,1299.5,671223.5,580626.25,10769.92,91.667,12
212,[204709] - trip.com,11/18/2017 16:00,216,,570.25,9853,1151,747019.25,583111.83,10763.25,100,12
213,[204709] - trip.com,11/18/2017 18:00,214,,646.17,9624.5,1047,796943.25,552797.5,10761.42,100,12
214,[204709] - trip.com,11/18/2017 20:00,270,,451,8764,1396,705135.83,561571.5,10770.17,91.667,12
215,[204709] - trip.com,11/18/2017 22:00,319.5,,407.67,8997,1396.5,719126.58,549224.58,10765.25,91.667,12
216,[204709] - trip.com,11/19/2017 0:00,251,,382.67,8679.5,1246.5,752621.67,586740.75,10759.58,100,12
217,[204709] - trip.com,11/19/2017 2:00,264.5,,437.42,12189,962,829609.58,561548.75,10766.17,91.667,12
218,[204709] - trip.com,11/19/2017 4:00,284,,545.75,9060.5,1052.5,762788.58,580603,10771.58,91.667,12
219,[204709] - trip.com,11/19/2017 6:00,353,,466.92,10588.5,1198.5,822994.5,585613.25,10763.25,100,12
220,[204709] - trip.com,11/19/2017 8:00,324,,1443.33,10100,1097,847687.27,583008.09,10762.09,91.667,12
221,[204709] - trip.com,11/19/2017 10:00,266.5,,416.58,9365.5,1040.5,791123.25,579107.08,10772.92,91.667,12
222,[204709] - trip.com,11/19/2017 12:00,283.5,,385.5,9689,1053,754758.17,582676.83,10767.25,100,12
223,[204709] - trip.com,11/19/2017 14:00,228,,1402.5,10416.5,1198,797711.09,583640.09,10763.27,91.667,12
224,[204709] - trip.com,11/19/2017 16:00,215,,344.75,9600.5,947.5,793016.08,552803.92,10761.08,100,12
225,[204709] - trip.com,11/19/2017 18:00,284.5,,387.83,9209.5,1355,780485.92,576783,10856.17,91.667,12
226,[204709] - trip.com,11/19/2017 20:00,215,,318.75,9190.5,1195,739893,582934.33,10763.92,100,12
227,[204709] - trip.com,11/19/2017 22:00,213,,625.17,10005,1248,799839.08,562351.83,10765.33,100,12
228,[204709] - trip.com,11/20/2017 0:00,306,,466.5,10354,1401.5,820155.58,583371.17,10766.83,100,12
229,[204709] - trip.com,11/20/2017 2:00,347.5,,522.17,8180,1371.5,711700.67,547761.08,10768.33,91.667,12
230,[204709] - trip.com,11/20/2017 4:00,211,,304.75,9396.5,1146,742429.92,582151.08,10768.33,100,12
231,[204709] - trip.com,11/20/2017 6:00,272.5,,425.58,8045.5,1397.5,772751.08,581966.17,10761.42,100,12
232,[204709] - trip.com,11/20/2017 8:00,342,,495.5,9138,1489,792880.33,601373.42,11079.42,91.667,12
233,[204709] - trip.com,11/20/2017 10:00,251,,401.5,8654.5,945.5,746247.42,577416.75,10763.83,100,12
234,[204709] - trip.com,11/20/2017 12:00,526.5,,1938.08,9012,1550.5,770393.25,578038.33,10762.17,91.667,12
235,[204709] - trip.com,11/20/2017 14:00,296,,440,8080.5,1149,760431.08,583811.08,10760.92,100,12
236,[204709] - trip.com,11/20/2017 16:00,355,,457.5,9838.5,1296,776674.67,607283.5,11081.25,83.333,12
237,[204709] - trip.com,11/20/2017 18:00,253.5,,834.67,11515.5,1344,835535.25,580170.67,10763.5,100,12
238,[204709] - trip.com,11/20/2017 20:00,165,,701.25,9706.5,1048,854429.75,578666.5,10760.33,100,12
239,[204709] - trip.com,11/20/2017 22:00,254,,447.33,9950,1445,879998.92,609373.5,10851.25,100,12
240,[204709] - trip.com,11/21/2017 0:00,327,,499.92,8802.5,1495,703366.33,580900.25,10765.83,91.667,12
241,[204709] - trip.com,11/21/2017 2:00,429.5,,1957.58,10186,1547,640100,514892,10764.5,83.333,12
242,[204709] - trip.com,11/21/2017 4:00,266,,328.58,8778,1052,690682.08,581937.83,10761.5,100,12
243,[204709] - trip.com,11/21/2017 6:00,304,,413.58,9935.5,1151,832112.17,579618.33,10770,83.333,12
244,[204709] - trip.com,11/21/2017 8:00,274.5,,1094.67,9487,898,730505.27,577931.55,10765.09,91.667,12
245,[204709] - trip.com,11/21/2017 10:00,237,,1427.33,9909.5,1384,785040.09,559496.27,10763.27,83.333,12
246,[204709] - trip.com,11/21/2017 12:00,378,,550,9836.5,1195.5,721397.08,550100.67,10760.67,100,12
247,[204709] - trip.com,11/21/2017 14:00,395.5,,507.08,10055,1592.5,773917.33,580821.17,10771.42,91.667,12
248,[204709] - trip.com,11/21/2017 16:00,207,,370.33,9636,1359.5,741546.25,580135.58,10763.58,100,12
249,[204709] - trip.com,11/21/2017 18:00,168,,1241.08,8847,1198,704633.82,577540.82,10762.82,91.667,12
250,[204709] - trip.com,11/21/2017 20:00,295.5,,515.75,10132,1643,829489.58,592289.5,10762.33,100,12
251,[204709] - trip.com,11/21/2017 22:00,275.5,,379.42,9631,1350.5,697080.92,583570.25,10766.33,91.667,12
252,[204709] - trip.com,11/22/2017 0:00,261.5,,707.08,8637.5,1297,632138.25,582232,10762.67,100,12
253,[204709] - trip.com,11/22/2017 2:00,228.5,,718.67,8192.5,1099,661819.08,510689.67,10761.33,100,12
254,[204709] - trip.com,11/22/2017 4:00,329,,488.5,10567,1096.5,810825,592088.42,10769.67,83.333,12
255,[204709] - trip.com,11/22/2017 6:00,262,,450.83,9419,1331.5,727852.67,559328.42,10764.33,91.667,12
256,[204709] - trip.com,11/22/2017 8:00,240.5,,1366.67,10009,1894,709076.18,578848.55,10768.82,91.667,12
257,[204709] - trip.com,11/22/2017 10:00,371.5,,775.17,8815.5,1249.5,727474,581985.75,10761.67,100,12
258,[204709] - trip.com,11/22/2017 12:00,281.5,,380.25,9185,1299,799363.83,589689.67,10770.58,83.333,12
259,[204709] - trip.com,11/22/2017 14:00,349,,977.33,10158.5,1298.5,674948.08,582566.08,10762.67,100,12
260,[204709] - trip.com,11/22/2017 16:00,275,,461.08,10393,1199,707175.08,580789.92,10767,100,12
261,[204709] - trip.com,11/22/2017 18:00,394.5,,782.17,12791.5,1293,858824.33,594222.25,10767.42,100,12
262,[204709] - trip.com,11/22/2017 20:00,320,,563.67,10265,1544,695109,582384.83,10766.17,91.667,12
263,[204709] - trip.com,11/22/2017 22:00,191,,752.83,9438,1400.5,658201,581010.92,10763.08,100,12
264,[204709] - trip.com,11/23/2017 0:00,212.5,,676.08,10091,1097.5,743132.75,577364.92,10762.17,100,12
265,[204709] - trip.com,11/23/2017 2:00,290.5,,434.5,10660,1297,870253.33,590602.92,10766.33,100,12
266,[204709] - trip.com,11/23/2017 4:00,304,,804.92,10283,1501,690114.83,583802.08,10764.17,100,12
267,[204709] - trip.com,11/23/2017 6:00,159.5,,335.25,10008.5,848,732002,579838,10760.25,100,12
268,[204709] - trip.com,11/23/2017 8:00,305.5,,438.58,10298,1092,748481.83,582249.5,10761.33,100,12
269,[204709] - trip.com,11/23/2017 10:00,468,,601.17,9498.5,1302.5,700755.5,592712.58,10771.58,91.667,12
270,[204709] - trip.com,11/23/2017 12:00,413,,640.33,11017,1849,652715.58,581075,10764.25,100,12
271,[204709] - trip.com,11/23/2017 14:00,373,,761.83,9950.5,1444.5,692390.33,583230,10765.58,100,12
272,[204709] - trip.com,11/23/2017 16:00,424,,863.67,11560,1290.5,817603.25,594670.58,10848.58,91.667,12
273,[204709] - trip.com,11/23/2017 18:00,280.5,,439.25,8714.5,1495.5,677468.5,541378.33,10764.92,91.667,12
274,[204709] - trip.com,11/23/2017 20:00,203.5,,453.92,9149,1258,685186.75,583528.67,10768.33,100,12
275,[204709] - trip.com,11/23/2017 22:00,149,,327.92,9483,1148,720565.17,582260.25,10761.67,100,12
276,[204709] - trip.com,11/24/2017 0:00,335,,724.92,10027.5,1446.5,780043.58,580889.08,10770.58,91.667,12
277,[204709] - trip.com,11/24/2017 2:00,375,,862.67,8944,1445,659054.5,583287.25,10764.58,100,12
278,[204709] - trip.com,11/24/2017 4:00,261,,372.42,9073,1251.5,673976.42,572179.58,10762.25,100,12
279,[204709] - trip.com,11/24/2017 6:00,380.5,,513,9290,1239.5,761063.58,581310.08,10760.17,100,12
280,[204709] - trip.com,11/24/2017 8:00,342,,512.17,9265.5,1094,702551.33,587481.67,10770.83,91.667,12
281,[204709] - trip.com,11/24/2017 10:00,215.5,,410,9517.5,1109,662245,587642.42,10765,100,12
282,[204709] - trip.com,11/24/2017 12:00,311.5,,735.42,10305.5,1595,756760.75,575564.75,10765.33,91.667,12
283,[204709] - trip.com,11/24/2017 14:00,286.5,,419.92,10382.5,1097,842429.58,582026.17,10764.5,100,12
284,[204709] - trip.com,11/24/2017 16:00,368,,543.75,9599.5,1494.5,759448.5,579702.92,10767.17,91.667,12
285,[204709] - trip.com,11/24/2017 18:00,273,,439.33,8790.5,1446,652650.17,579904.67,10765.25,100,12
286,[204709] - trip.com,11/24/2017 20:00,155,,347,9633.5,997.5,729830.33,578340.92,10761.25,100,12
287,[204709] - trip.com,11/24/2017 22:00,297,,452.92,10009,1347.5,823811.25,590041.08,10767.33,91.667,12
288,[204709] - trip.com,11/25/2017 0:00,284,,411.58,9415,1146,744554.5,581285.92,10763.5,100,12
289,[204709] - trip.com,11/25/2017 2:00,263,,1346,7718.5,1403,694196.64,581519.09,10763.09,91.667,12
290,[204709] - trip.com,11/25/2017 4:00,245,,432.33,9276.5,1097.5,742749,576471.58,10758.17,100,12
291,[204709] - trip.com,11/25/2017 6:00,349.5,,432.08,9489.5,1149,721076.5,591481.92,10769.5,91.667,12
292,[204709] - trip.com,11/25/2017 8:00,249,,491.25,9903.5,1289,592863.67,547327.67,10764.45,91.667,12
293,[204709] - trip.com,11/25/2017 10:00,366.5,,1612.58,9136.5,1246.5,620506.92,534172.83,10761,91.667,12
294,[204709] - trip.com,11/25/2017 12:00,290.5,,411.42,11969,1045,765789.33,591759.33,10761.83,100,12
295,[204709] - trip.com,11/25/2017 14:00,287,,453,9993.5,1054.5,746269.33,578477.42,10769,91.667,12
296,[204709] - trip.com,11/25/2017 16:00,248,,396.92,8978,997,742692.75,578610.25,10764.08,100,12
297,[204709] - trip.com,11/25/2017 18:00,216,,473.25,9684.5,1297.5,679766.17,541334.5,10760.83,91.667,12
298,[204709] - trip.com,11/25/2017 20:00,350.5,,509.33,9659.5,1502.5,820902,591662.42,10768.75,91.667,12
299,[204709] - trip.com,11/25/2017 22:00,209.5,,690.75,9383,1446,664451.67,587522.33,10762.58,100,12
300,[204709] - trip.com,11/26/2017 0:00,337.5,,462.92,8638.5,1446.5,661897.33,552525,10757.92,91.667,12
301,[204709] - trip.com,11/26/2017 2:00,385,,465.25,10107,1153,685936.92,536303,10761.42,91.667,12
302,[204709] - trip.com,11/26/2017 4:00,371,,790.5,8155.5,1493,706538.58,580888.92,10774.42,100,12
303,[204709] - trip.com,11/26/2017 6:00,279.5,,649.67,8797,1498,693611.83,577423,10764.25,100,12
304,[204709] - trip.com,11/26/2017 8:00,274.5,,507.92,9588.5,1047.5,728870.5,543767.92,10760.58,100,12
305,[204709] - trip.com,11/26/2017 10:00,319,,463.58,10600,1147.5,732726.25,559816.58,10772,83.333,12
306,[204709] - trip.com,11/26/2017 12:00,237,,433.08,9052.5,1303,748282.25,579948.33,10769.25,100,12
307,[204709] - trip.com,11/26/2017 14:00,241.5,,1007.33,8859,1398.5,795820.5,578607.42,10762.25,100,12
308,[204709] - trip.com,11/26/2017 16:00,357,,457.58,10155,1296,707076.92,548766.25,10758.82,91.667,12
309,[204709] - trip.com,11/26/2017 18:00,347,,452.58,9630,1147.5,843476.75,610802.17,10853.33,91.667,12
310,[204709] - trip.com,11/26/2017 20:00,172.5,,471.17,8588,1385,675604.75,550233.33,10765.75,91.667,12
311,[204709] - trip.com,11/26/2017 22:00,232.5,,455.58,9431,1048.5,714889.92,577111.5,10760.25,100,12
312,[204709] - trip.com,11/27/2017 0:00,275,,475.83,11475.5,1048.5,749643.25,543344.83,10762.73,91.667,12
313,[204709] - trip.com,11/27/2017 2:00,304.5,,434.75,9242.5,1345.5,791416.25,559462.75,10765,83.333,12
314,[204709] - trip.com,11/27/2017 4:00,230,,380.92,9453.5,1206.5,772027,586189,10763.67,100,12
315,[204709] - trip.com,11/27/2017 6:00,203,,298.58,8828,948,771153.58,579867.17,10759.33,100,12
316,[204709] - trip.com,11/27/2017 8:00,249.5,,409.5,8567.5,1247.5,751263.58,581953.17,10760.83,100,12
317,[204709] - trip.com,11/27/2017 10:00,496,,1013.17,10092,1591,760985.17,585496.42,10765.08,100,12
318,[204709] - trip.com,11/27/2017 12:00,338,,532.42,10006.5,1246,803500.25,582026.17,10764.25,91.667,12
319,[204709] - trip.com,11/27/2017 14:00,304.5,,692.25,9699,1049,752583.83,593279.5,10765.25,100,12
320,[204709] - trip.com,11/27/2017 16:00,234.5,,334.75,8362,1135.5,735634.83,582565.33,10763,91.667,12
321,[204709] - trip.com,11/27/2017 18:00,331.5,,482,11154,1397.5,677815.83,512369.25,10761.42,100,12
322,[204709] - trip.com,11/27/2017 20:00,329.5,,540.33,9748.5,1445.5,722796.08,579602.75,10765.67,100,12
323,[204709] - trip.com,11/27/2017 22:00,281,,572.75,10113,1048.5,764863.17,582327.33,10762.67,100,12
324,[204709] - trip.com,11/28/2017 0:00,252.5,,438.33,8549,1363,681251.58,579894.83,10763.25,100,12
325,[204709] - trip.com,11/28/2017 2:00,317,,443,9010,1397,566819.58,506932.25,10759.58,91.667,12
326,[204709] - trip.com,11/28/2017 4:00,228.5,,348.42,8780,1197,708400.5,580797.17,10765.67,91.667,12
327,[204709] - trip.com,11/28/2017 6:00,274,,463.58,8876,1496,819941.25,601553.92,10767.42,83.333,12
328,[204709] - trip.com,11/28/2017 8:00,398,,556.25,8740,1597,688408.5,584927.33,10765.08,100,12
329,[204709] - trip.com,11/28/2017 10:00,250.5,,963.83,8971.5,1406.5,717329.08,582254.17,10762.5,100,12
330,[204709] - trip.com,11/28/2017 12:00,322.5,,896.17,9058,1228,754952.58,583454.5,10758.83,100,12
331,[204709] - trip.com,11/28/2017 14:00,285.5,,722.75,9196,1296.5,790054.75,581460.67,10768,91.667,12
332,[204709] - trip.com,11/28/2017 16:00,236,,398.42,9855.5,1295,777546.25,582715.25,10764,100,12
333,[204709] - trip.com,11/28/2017 18:00,277,,494.58,8865.5,1046,750802.08,579509.25,10761,100,12
334,[204709] - trip.com,11/28/2017 20:00,295.5,,1081.25,11725,1197.5,822250.92,547802.25,10760.17,91.667,12
335,[204709] - trip.com,11/28/2017 22:00,317.5,,412.83,8565,1538,739603.5,583609.5,10765.25,91.667,12
336,[204709] - trip.com,11/29/2017 0:00,233,,386.5,9795,1157,842906.83,581091.17,10764.92,91.667,12
337,[204709] - trip.com,11/29/2017 2:00,233,,385.33,9521,994.5,716219.58,583145.83,10759.5,100,12
338,[204709] - trip.com,11/29/2017 4:00,397,,479.58,9558.5,1243,814197.33,593553.17,10769.08,91.667,12
339,[204709] - trip.com,11/29/2017 6:00,196,,700.5,8105,1346,668679.5,580862.17,10768.67,100,12
340,[204709] - trip.com,11/29/2017 8:00,531.5,,1528.67,9363.5,1763,790046.92,581323.58,10764.25,100,12
341,[204709] - trip.com,11/29/2017 10:00,299,,398.83,9605.5,996.5,825764.5,580267.17,10758.08,100,12
342,[204709] - trip.com,11/29/2017 12:00,295.5,,450.17,9929,1147.5,751830.5,589778.17,10770.25,91.667,12
343,[204709] - trip.com,11/29/2017 14:00,336.5,,539.75,9081.5,1048,721104.25,534159.67,10766.08,100,12
344,[204709] - trip.com,11/29/2017 16:00,197,,1116.5,9267,1096,830831.73,578726.36,10764.55,91.667,12
345,[204709] - trip.com,11/29/2017 18:00,247.5,,464.5,10410,1296,835441.83,560892.08,10761.67,91.667,12
346,[204709] - trip.com,11/29/2017 20:00,314.5,,462.08,9826,1347,808024.08,578593.5,10771.67,100,12
347,[204709] - trip.com,11/29/2017 22:00,205,,635.08,9224,1296,708629.67,536642.5,10763,83.333,12
348,[204709] - trip.com,11/30/2017 0:00,206,,320.67,8958.5,1131,811465.58,579710.25,10759.08,100,12
349,[204709] - trip.com,11/30/2017 2:00,234,,346.25,10352,1051,858277.58,594091.25,10766.17,91.667,12
350,[204709] - trip.com,11/30/2017 4:00,290,,1110.83,9432,1479,698180.92,585090.42,10763.08,100,12
351,[204709] - trip.com,11/30/2017 6:00,108.5,,209.75,8789.5,807,680002.67,534827.08,10764.45,91.667,12
352,[204709] - trip.com,11/30/2017 8:00,166.5,,326.17,9276,1051,818435.75,577287.33,10758.83,100,12
353,[204709] - trip.com,11/30/2017 10:00,416.5,,838.67,8765.5,1496.5,750882.33,588332.25,10767.67,91.667,12
354,[204709] - trip.com,11/30/2017 12:00,310.5,,409.83,8098.5,1246.5,713241,580080.08,10762.83,100,12
355,[204709] - trip.com,11/30/2017 14:00,173,,952.33,9924,1084,729606.45,538064.82,10762.73,83.333,12
356,[204709] - trip.com,11/30/2017 16:00,352,,533.33,10449,1195,908992.58,582276.42,10765.92,100,12
357,[204709] - trip.com,11/30/2017 18:00,351,,493.83,9370.5,1298.5,771258.33,581006.33,10765.08,100,12
358,[204709] - trip.com,11/30/2017 20:00,291.5,,612,9881.5,1247,685265.08,581263.17,10763.33,100,12
359,[204709] - trip.com,11/30/2017 22:00,298.5,,676.83,9175,1097.5,785543.17,578519.08,10760.42,100,12
